level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	39	1	6	1	735	2894	76	20	96.713753	nem
5	1	39	1	6	2	830	2886	127	28	95.988228	Freund
5	1	39	1	6	3	976	2886	93	28	95.988228	Basic
5	1	39	1	6	4	1087	2886	67	29	93.207474	und
5	1	39	1	6	5	1173	2894	68	21	92.874931	ver-
4	1	39	1	7	0	735	2929	505	29	-1	
5	1	39	1	7	1	735	2929	113	28	96.620392	suchte
5	1	39	1	7	2	867	2929	85	28	96.470390	mich
5	1	39	1	7	3	971	2929	88	28	96.489891	dann
5	1	39	1	7	4	1077	2929	104	28	96.375687	selbst
5	1	39	1	7	5	1199	2937	41	21	96.542938	an
4	1	39	1	8	0	734	2970	506	34	-1	
5	1	39	1	8	1	734	2970	132	28	96.618256	kleinen
5	1	39	1	8	2	885	2971	239	33	92.919930	Programmen.
5	1	39	1	8	3	1146	2971	94	28	92.887367	Wäh-
4	1	39	1	9	0	734	3012	506	35	-1	
5	1	39	1	9	1	734	3012	84	28	96.097382	rend
5	1	39	1	9	2	837	3012	93	29	96.178795	eines
5	1	39	1	9	3	949	3013	202	34	93.301903	einjährigen
5	1	39	1	9	4	1170	3013	70	28	92.138382	Auf-
4	1	39	1	10	0	734	3054	506	29	-1	
5	1	39	1	10	1	734	3054	199	29	91.928902	enthaltesin
5	1	39	1	10	2	943	3055	68	28	96.461227	den
5	1	39	1	10	3	1020	3055	76	28	91.774033	USA
5	1	39	1	10	4	1106	3055	48	28	93.180756	als
5	1	39	1	10	5	1163	3055	77	28	92.931595	Aus-
4	1	39	1	11	0	733	3097	506	29	-1	
5	1	39	1	11	1	733	3097	249	29	92.869598	tauschschüler
5	1	39	1	11	2	1003	3098	85	28	96.424271	hatte
5	1	39	1	11	3	1110	3097	52	29	95.542587	ich
5	1	39	1	11	4	1184	3097	55	29	96.735138	die
4	1	39	1	12	0	734	3139	506	34	-1	
5	1	39	1	12	1	734	3139	217	34	87.801758	Möglichkeit,
5	1	39	1	12	2	967	3140	108	28	92.161179	daich
5	1	39	1	12	3	1088	3140	85	28	96.883438	nahe
5	1	39	1	12	4	1187	3148	53	20	96.837944	am
4	1	39	1	13	0	734	3181	506	35	-1	
5	1	39	1	13	1	734	3181	115	28	96.228874	Silicon
5	1	39	1	13	2	876	3181	109	35	96.097816	Valley
5	1	39	1	13	3	1011	3182	131	32	93.286453	wohnte,
5	1	39	1	13	4	1172	3190	68	20	90.534081	ver-
4	1	39	1	14	0	734	3223	506	35	-1	
5	1	39	1	14	1	734	3223	183	29	96.750404	schiedene
5	1	39	1	14	2	933	3223	178	35	96.773621	Computer
5	1	39	1	14	3	1124	3232	37	20	93.248230	zu
5	1	39	1	14	4	1176	3227	64	25	92.898499	nut-
4	1	39	1	15	0	732	3266	507	29	-1	
5	1	39	1	15	1	732	3274	69	20	92.384171	zen.
5	1	39	1	15	2	846	3266	56	28	96.560600	Als
5	1	39	1	15	3	945	3266	52	29	95.466751	ich
5	1	39	1	15	4	1039	3266	127	29	95.466751	wieder
5	1	39	1	15	5	1209	3267	30	28	96.068863	in
4	1	39	1	16	0	734	3308	505	33	-1	
5	1	39	1	16	1	734	3308	223	28	95.502502	Deutschland
5	1	39	1	16	2	968	3316	71	25	96.424408	war,
5	1	39	1	16	3	1054	3308	122	29	96.307739	bekam
5	1	39	1	16	4	1187	3309	52	28	96.307739	ich
2	1	40	0	0	0	1292	2550	507	668	-1	
3	1	40	1	0	0	1292	2550	507	668	-1	
4	1	40	1	1	0	1295	2550	503	29	-1	
5	1	40	1	1	1	1295	2558	60	20	96.627953	von
5	1	40	1	1	2	1370	2550	126	28	96.163788	meiner
5	1	40	1	1	3	1510	2550	83	28	96.610710	Oma
5	1	40	1	1	4	1608	2550	98	28	93.226547	einen
5	1	40	1	1	5	1720	2550	26	29	81.062210	C
5	1	40	1	1	6	1762	2551	36	28	96.744873	64
4	1	40	1	2	0	1295	2592	504	34	-1	
5	1	40	1	2	1	1295	2595	233	31	43.166958	»gesponsert«,
5	1	40	1	2	2	1560	2592	55	29	96.884956	auf
5	1	40	1	2	3	1642	2593	78	28	96.343109	dem
5	1	40	1	2	4	1747	2592	52	29	96.362061	ich
4	1	40	1	3	0	1293	2634	506	34	-1	
5	1	40	1	3	1	1293	2634	71	34	92.990662	jetzt
5	1	40	1	3	2	1395	2634	264	34	67.636719	programmiere.
5	1	40	1	3	3	1693	2635	106	28	95.616295	Dabei
4	1	40	1	4	0	1294	2678	504	34	-1	
5	1	40	1	4	1	1294	2678	179	28	96.444038	verwende
5	1	40	1	4	2	1488	2678	50	28	96.768188	ich
5	1	40	1	4	3	1552	2678	246	34	95.600571	hauptsächlich
4	1	40	1	5	0	1294	2720	505	33	-1	
5	1	40	1	5	1	1294	2720	199	33	75.777229	Assembler,
5	1	40	1	5	2	1542	2720	44	28	94.898407	da
5	1	40	1	5	3	1634	2720	54	29	91.484772	die
5	1	40	1	5	4	1736	2721	63	28	91.226959	Ge-
4	1	40	1	6	0	1294	2762	504	34	-1	
5	1	40	1	6	1	1294	2762	245	34	91.822823	schwindigkeit
5	1	40	1	6	2	1547	2770	61	21	96.318718	von
5	1	40	1	6	3	1618	2763	98	33	95.948730	Basic,
5	1	40	1	6	4	1728	2763	70	28	96.791275	falls
4	1	40	1	7	0	1294	2804	504	35	-1	
5	1	40	1	7	1	1294	2812	38	20	96.258942	es
5	1	40	1	7	2	1348	2804	55	28	96.299301	die
5	1	40	1	7	3	1420	2805	184	34	96.477394	überhaupt
5	1	40	1	7	4	1621	2805	74	34	96.446716	gibt,
5	1	40	1	7	5	1714	2805	84	29	96.446716	nicht
4	1	40	1	8	0	1294	2846	501	35	-1	
5	1	40	1	8	1	1294	2846	129	34	95.569168	gerade
5	1	40	1	8	2	1468	2847	238	34	96.172379	überzeugend
5	1	40	1	8	3	1750	2847	45	29	82.748596	ist.
4	1	40	1	9	0	1294	2888	503	30	-1	
5	1	40	1	9	1	1294	2888	160	29	96.433411	Dennoch
5	1	40	1	9	2	1482	2888	36	29	96.545250	ist
5	1	40	1	9	3	1546	2889	93	28	96.923386	Basic
5	1	40	1	9	4	1667	2889	130	29	96.802261	sinnvoll
4	1	40	1	10	0	1293	2931	505	33	-1	
5	1	40	1	10	1	1293	2931	67	28	96.224335	und
5	1	40	1	10	2	1386	2939	37	20	96.803078	so
5	1	40	1	10	3	1448	2931	37	28	96.639984	ist
5	1	40	1	10	4	1510	2931	62	28	93.245468	der
5	1	40	1	10	5	1597	2931	201	33	90.996185	Quizmaster
4	1	40	1	11	0	1293	2973	505	34	-1	
5	1	40	1	11	1	1293	2973	85	27	96.592232	auch
5	1	40	1	11	2	1389	2973	76	28	96.414291	eine
5	1	40	1	11	3	1477	2973	174	34	96.249886	Mischung
5	1	40	1	11	4	1661	2982	59	20	92.675926	aus
5	1	40	1	11	5	1731	2974	67	28	91.787209	bei-
4	1	40	1	12	0	1293	3014	504	36	-1	
5	1	40	1	12	1	1293	3014	75	29	96.799110	den.
5	1	40	1	12	2	1397	3015	187	29	96.521820	Besonders
5	1	40	1	12	3	1608	3015	128	35	96.651848	wichtig
5	1	40	1	12	4	1760	3016	37	29	96.470673	ist
4	1	40	1	13	0	1292	3057	504	34	-1	
5	1	40	1	13	1	1292	3057	59	28	96.693954	mir
5	1	40	1	13	2	1363	3065	41	20	96.778549	an
5	1	40	1	13	3	1416	3057	239	34	95.279861	Programmen,
5	1	40	1	13	4	1670	3058	65	28	96.785957	daß
5	1	40	1	13	5	1748	3058	48	28	96.224968	sie
4	1	40	1	14	0	1292	3099	505	30	-1	
5	1	40	1	14	1	1292	3099	340	28	91.620209	benutzerfreundlich
5	1	40	1	14	2	1653	3100	79	28	96.815506	sind.
5	1	40	1	14	3	1753	3101	44	28	96.815506	Im
4	1	40	1	15	0	1292	3142	504	30	-1	
5	1	40	1	15	1	1292	3142	146	29	95.985504	Moment
5	1	40	1	15	2	1450	3143	112	28	95.985504	stecke
5	1	40	1	15	3	1574	3143	51	28	96.639137	ich
5	1	40	1	15	4	1637	3143	107	29	96.557022	mitten
5	1	40	1	15	5	1755	3144	41	28	96.402267	im
4	1	40	1	16	0	1292	3184	504	34	-1	
5	1	40	1	16	1	1292	3184	113	28	96.147156	Abitur
5	1	40	1	16	2	1423	3185	67	27	96.462296	und
5	1	40	1	16	3	1507	3184	87	28	96.327682	hoffe
5	1	40	1	16	4	1613	3193	39	20	95.987549	es
5	1	40	1	16	5	1670	3188	53	30	92.088272	gut
5	1	40	1	16	6	1741	3186	55	27	92.088272	ab-
2	1	41	0	0	0	1322	3123	310	4	-1	
3	1	41	1	0	0	1322	3123	310	4	-1	
4	1	41	1	1	0	1322	3123	310	4	-1	
5	1	41	1	1	1	1322	3123	310	4	95.000000	 
2	1	42	0	0	0	1292	3226	515	30	-1	
3	1	42	1	0	0	1292	3226	515	30	-1	
4	1	42	1	1	0	1292	3226	515	30	-1	
5	1	42	1	1	1	1292	3226	173	28	96.257141	schließen
5	1	42	1	1	2	1496	3235	36	19	95.692291	zu
5	1	42	1	1	3	1564	3227	138	28	92.021233	können.
5	1	42	1	1	4	1736	3227	71	29	90.992096	Da-.
2	1	43	0	0	0	1291	3268	505	76	-1	
3	1	43	1	0	0	1291	3268	505	76	-1	
4	1	43	1	1	0	1292	3268	504	30	-1	
5	1	43	1	1	1	1292	3268	84	28	92.708542	nach
5	1	43	1	1	2	1392	3269	112	28	91.636284	strebe
5	1	43	1	1	3	1519	3269	51	28	96.515144	ich
5	1	43	1	1	4	1585	3269	53	28	96.515144	ein
5	1	43	1	1	5	1654	3269	142	29	95.688789	Studium
4	1	43	1	2	0	1291	3310	504	34	-1	
5	1	43	1	2	1	1291	3310	30	28	96.384628	in
5	1	43	1	2	2	1343	3310	181	29	96.280312	Informatik
5	1	43	1	2	3	1545	3319	48	25	96.580109	an,
5	1	43	1	2	4	1616	3311	108	29	96.271355	wobei
5	1	43	1	2	5	1744	3312	51	28	96.421654	ich
2	1	44	0	0	0	1849	2553	508	796	-1	
3	1	44	1	0	0	1849	2553	508	796	-1	
4	1	44	1	1	0	1851	2553	506	34	-1	
5	1	44	1	1	1	1851	2553	59	28	96.568611	mir
5	1	44	1	1	2	1932	2553	85	28	96.947853	über
5	1	44	1	1	3	2041	2553	68	28	96.955063	den
5	1	44	1	1	4	2133	2553	224	34	96.198128	Studiengang
4	1	44	1	2	0	1851	2594	505	35	-1	
5	1	44	1	2	1	1851	2595	85	29	96.719757	noch
5	1	44	1	2	2	1948	2595	85	28	96.465752	nicht
5	1	44	1	2	3	2045	2594	163	35	96.443016	schlüssig
5	1	44	1	2	4	2219	2594	64	29	93.268341	bin.
5	1	44	1	2	5	2298	2595	58	28	93.106178	Au-
4	1	44	1	3	0	1850	2637	506	35	-1	
5	1	44	1	3	1	1850	2638	62	28	92.091850	ßer
5	1	44	1	3	2	1943	2640	192	32	92.572433	computern
5	1	44	1	3	3	2166	2637	107	34	96.612030	spiele
5	1	44	1	3	4	2304	2637	52	29	96.666855	ich
4	1	44	1	4	0	1851	2679	505	35	-1	
5	1	44	1	4	1	1851	2680	85	28	96.789467	noch
5	1	44	1	4	2	1954	2688	82	26	96.525696	gern
5	1	44	1	4	3	2054	2679	135	33	95.831917	Schach,
5	1	44	1	4	4	2209	2680	87	28	91.411369	male
5	1	44	1	4	5	2314	2683	42	25	91.411369	et-
4	1	44	1	5	0	1850	2721	506	35	-1	
5	1	44	1	5	1	1850	2730	67	20	96.323212	was
5	1	44	1	5	2	1926	2722	67	28	96.323212	und
5	1	44	1	5	3	2003	2722	107	34	96.428047	spiele
5	1	44	1	5	4	2121	2721	52	29	96.100067	ein
5	1	44	1	5	5	2182	2721	108	35	92.638504	wenig
5	1	44	1	5	6	2300	2721	56	29	92.215538	Or-
4	1	44	1	6	0	1851	2765	505	33	-1	
5	1	44	1	6	1	1851	2765	63	33	96.669662	gel.
5	1	44	1	6	2	1936	2765	174	33	96.263512	Englische
5	1	44	1	6	3	2131	2765	103	32	92.396385	Filme,
5	1	44	1	6	4	2256	2765	100	28	62.867477	Thea-
4	1	44	1	7	0	1850	2806	506	29	-1	
5	1	44	1	7	1	1850	2806	163	24	91.517921	terstücke,
5	1	44	1	7	2	2060	2806	173	24	96.586121	Zeitungen
5	1	44	1	7	3	2273	2806	83	29	96.422142	oder
4	1	44	1	8	0	1851	2848	505	29	-1	
5	1	44	1	8	1	1851	2849	127	28	96.562996	Bücher
5	1	44	1	8	2	1990	2848	113	29	96.183861	finden
5	1	44	1	8	3	2116	2849	84	28	96.613945	auch
5	1	44	1	8	4	2212	2848	87	29	93.162079	mein
5	1	44	1	8	5	2312	2849	44	28	91.776352	In-
4	1	44	1	9	0	1850	2891	503	33	-1	
5	1	44	1	9	1	1850	2894	133	30	92.518379	teresse,
5	1	44	1	9	2	1995	2899	67	20	96.821297	was
5	1	44	1	9	3	2072	2891	73	28	96.711029	kein
5	1	44	1	9	4	2154	2891	146	28	58.843407	Wunder
5	1	44	1	9	5	2308	2891	45	33	58.843407	ist,
4	1	44	1	10	0	1851	2933	502	34	-1	
5	1	44	1	10	1	1851	2933	85	28	96.657234	nach
5	1	44	1	10	2	1947	2933	109	28	95.882759	einem
5	1	44	1	10	3	2065	2933	74	34	96.497765	Jahr
5	1	44	1	10	4	2150	2933	30	28	96.545517	in
5	1	44	1	10	5	2191	2933	162	28	96.116829	Amerika.
4	1	44	1	11	0	1851	2975	505	28	-1	
5	1	44	1	11	1	1851	2975	237	28	91.534409	Ehrenamtlich
5	1	44	1	11	2	2105	2975	125	28	96.429581	arbeite
5	1	44	1	11	3	2247	2975	52	28	95.626610	ich
5	1	44	1	11	4	2315	2975	41	28	96.685593	im
4	1	44	1	12	0	1851	3017	505	29	-1	
5	1	44	1	12	1	1851	3017	134	29	92.293373	YOUTH
5	1	44	1	12	2	2010	3017	78	29	93.132332	FOR
5	1	44	1	12	3	2112	3017	244	29	90.873528	UNTERSTAN-
4	1	44	1	13	0	1851	3059	504	33	-1	
5	1	44	1	13	1	1851	3059	104	33	91.291161	DING,
5	1	44	1	13	2	1987	3059	99	29	96.567909	damit
5	1	44	1	13	3	2115	3060	84	28	96.282722	auch
5	1	44	1	13	4	2227	3060	128	28	96.064117	andere
4	1	44	1	14	0	1850	3102	502	34	-1	
5	1	44	1	14	1	1850	3102	135	29	96.332672	Schüler
5	1	44	1	14	2	1999	3102	221	34	96.545853	Gelegenheit
5	1	44	1	14	3	2233	3103	119	33	96.302299	haben,
4	1	44	1	15	0	1850	3144	505	35	-1	
5	1	44	1	15	1	1850	3144	54	29	96.958878	ein
5	1	44	1	15	2	1919	3144	73	35	96.041702	Jahr
5	1	44	1	15	3	2010	3144	42	29	96.041702	im
5	1	44	1	15	4	2070	3145	144	28	96.377548	Ausland
5	1	44	1	15	5	2232	3153	38	20	93.297745	zu
5	1	44	1	15	6	2288	3153	67	20	92.848999	ver-
4	1	44	1	16	0	1850	3186	505	34	-1	
5	1	44	1	16	1	1850	3186	147	34	96.742523	bringen.
5	1	44	1	16	2	2011	3186	95	28	96.361229	Denn
5	1	44	1	16	3	2117	3195	35	19	96.337128	so
5	1	44	1	16	4	2163	3186	53	28	96.337128	ein
5	1	44	1	16	5	2227	3187	87	28	95.955406	Blick
5	1	44	1	16	6	2325	3187	30	27	95.955406	in
4	1	44	1	17	0	1850	3228	505	34	-1	
5	1	44	1	17	1	1850	3228	126	28	96.431015	andere
5	1	44	1	17	2	2001	3228	130	29	96.328011	Länder
5	1	44	1	17	3	2154	3228	67	34	96.767624	gibt
5	1	44	1	17	4	2245	3228	110	29	95.943909	einem
4	1	44	1	18	0	1849	3270	506	35	-1	
5	1	44	1	18	1	1849	3270	159	29	96.392502	manches
5	1	44	1	18	2	2028	3271	94	28	95.484024	mehr
5	1	44	1	18	3	2142	3271	48	28	96.304169	als
5	1	44	1	18	4	2210	3271	53	28	96.636177	ein
5	1	44	1	18	5	2281	3271	74	34	96.809586	Jahr
4	1	44	1	19	0	1850	3312	507	37	-1	
5	1	44	1	19	1	1850	3312	123	29	94.642715	Schule
5	1	44	1	19	2	2045	3314	161	34	80.541924	(Matthias
5	1	44	1	19	3	2221	3314	136	35	92.096130	Gerloff)
2	1	45	0	0	0	1853	2829	382	5	-1	
3	1	45	1	0	0	1853	2829	382	5	-1	
4	1	45	1	1	0	1853	2829	382	5	-1	
5	1	45	1	1	1	1853	2829	382	5	95.000000	 
2	1	46	0	0	0	2053	3419	301	26	-1	
3	1	46	1	0	0	2053	3419	301	26	-1	
4	1	46	1	1	0	2053	3419	301	26	-1	
5	1	46	1	1	1	2053	3419	121	26	92.354973	Ausgabe
5	1	46	1	1	2	2186	3419	99	26	92.354973	4/April
5	1	46	1	1	3	2299	3419	55	22	96.969963	1986
