8607,166—169,Tips & Tricks Anwenderprogramme,Datenbank,Superbase 64 (Teil 4)
8607,168—171,Tips & Tricks Anwenderprogramme,Textverarbeitung,Tips & Tricks zu Vizawrite 64 (Teil 7)
8607,174—175,Verschiedenes,Knobeleien,Computer-Knobeleien (3)
8608,12,Aktuell,Computer,Preissensation: Plus/4 und Floppy für 499 Mark
8608,13—15,Aktuell,Recht,Neues aus dem Sumpf
8608,15,Aktuell,Recht,Tausch-Tips für legale Software
8608,20—22,Hardware-Test,Drucker,EX-800 — neuer Standard für Drucker
8608,22—22,Hardware-Test,Diskette,So schnell wie der Wind ... (Professional DOS)
8608,24—25,Verschiedenes,Lernen,Der Computer hält Einzug in die Schule
8608,26,Verschiedenes,Lernen,Abstecher in die Forschung
8608,27,Verschiedenes,Lernen,Ferienzeit - Computerzeit
8608,28,Marktübersichten,Lernen,Computer-Bildungsreisen
8608,29—32,Software-Test,Lernen,EDV für Lehrer (Softwarepaket) (Ft.: 09/86 61)
8608,33—35,Software-Test,Lernen,Lernsoftware im Test (Überblick)
8608,36—40,Marktübersichten,Lernen,Die Qual der Wahl: Lernsoftware
8608,41—42,Software-Grundlagen und Kurse,Sprachen,Comal im Brennpunkt
8608,44—46,Marktübersichten,Sprachen,Übersicht Programmiersprachen
8608,48—49,Hardware-Grundlagen,Reparaturkurs,Die Axt im Haus ... (1)
8608,66—68,Listings zum Abtippen,Grafik,HiRes im Griff
8608,69—72,Tips & Tricks C 128,Reisebericht,Reise durch den C 128 (Teil 4)
8608,74,"Tips & Tricks C 16, 116, Plus/4",Verschiedenes,"Tips & Tricks zum C 16, C 116, Plus/4"
8608,75—76,Einsteiger,Tips & Tricks,Tips & Tricks für Einsteiger
8608,77—81,Tips & Tricks C 64,Profis,Tips & Tricks für Profis
8608,84—85,64'er Extra,Basic,Basic-Befehlsvorrat einiger verbreiteter Basic-Erw.
