8410,80,Listings zum Abtippen|Anwendung,Video,Video-Vorspann mit dem VC 20
8410,82,Listings zum Abtippen|Grafik,Hardcopy,Hardcopy MPS 801/VC 1515
8410,83,Listings zum Abtippen|Grafik,Hardcopy,Der VC 1525/MPS 802 als Grafikdrucker
8410,84,Listings zum Abtippen|Grafik,Hardcopy,Die mehrfarbige Hardcopy mit dem 1520-Plotter
8410,85,Listings zum Abtippen|Grafik,Hardcopy,Hardcopy Gemini-10X
8410,86,Listings zum Abtippen|Grafik,Schnittstellen,Olympia compact 2: ein Centronics-Interface
8410,88,Listings zum Abtippen|Grafik,Hardcopy,Hardcopy Epson FK80
8410,89,Listings zum Abtippen|Tips & Tricks,Tips & Tricks,Diverse
8410,90,Listings zum Abtippen|Tips & Tricks,Listing,Der große Überblick: formatiertes Listing
8410,91,Listings zum Abtippen|Tips & Tricks,Funktionen,Kudiplo auf für den C 64 (Kurvendiskussion)
8410,91,Listings zum Abtippen|Tips & Tricks,POKEs,POKE mal wieder: diverse POKEs
8410,93,Listings zum Abtippen|Tips & Tricks,Tastatur,User-Port-Tastatur (Zehnertastatur)
8410,93,Listings zum Abtippen|Tips & Tricks,User-Port,User-Port-Tastatur (Zehnertastatur)
8410,95,Listings zum Abtippen|Tips & Tricks,Floppy,Diskette intem (Disk-Dump)
8410,97,Listings zum Abtippen|Tips & Tricks,Floppy,Disketten-Organisation (VC 20)
8410,100,Listings zum Abtippen|Tips & Tricks,Listing,Programmiertes LISTing: LIST X-Y
8410,102,Listings zum Abtippen|Tips & Tricks,Floppy,Kopieren mit Komfort: Super Copy
8410,106,Listings zum Abtippen|Spiel,Action,Apocalypse now
8410,112,Listings zum Abtippen|Spiel,Taktik,Epedemic (VC 20)
8410,146,Kurse,Grafik,Reise durch die Wunderwelt der Grafik (Teil 7)
8410,150,Kurse,Assembler,Assembler ist keine Alchimie (Teil 2)
8410,153,Kurse,Floppy,In die Geheimnisse der Floppy eingetaucht (Teil 1)
8410,157,Kurse,VC 20,Der gläserne VC 20 (Teil 2)
8410,166,So machen’s andere,Lichttelefon,Mit vier Baud über den Balkon
8410,172,Wettbewerbe,Unterprogramm,Sieger mit Maske — Maskenerstellungsprogramm
8411,8,Aktuell,DFÜ,Informationen zur Datenfernübertragung
8411,10,Aktuell,Messen,Commodore Fachaustellung in Frankfurt
8411,14,Hardware-Test,Floppy,MSD-Super-Disk-Drive
8411,16,Hardware-Test,Monitore,"Monitor kontra Fernseher (Taxan, 1701, Zenith, Sharp, Panasonic)"
8411,19,Hardware,Monitor,Marktübersicht: Schwarzweiß- und Farbmonitore
8411,21,Hardware,Drucker,Marktübersicht: Drucker (Teil 2)
8411,22,Hardware-Test,Drucker,Ein starkes Stück (Itoh 8510)
8411,24,Hardware-Test,Drucker,"Der Petal MA20 — kleiner Name, großer Drucker"
8411,26,Hardware-Test,Drucker,Drucksympathie (BMC BX100)
8411,30,Software-Test,Grafik,Wie Super ist die Supergrafik? (Supergrafik 64)
8411,32,Software-Test,Tabellenkalkulation,"Multiplan: Viel zu schade, um nur damit zu kalkulieren"
8411,34,Hardware-Test,Grafik,Grafiktabletts: KoalaPad und SuperSketch
8411,34,Software-Test,Grafik,Grafiktabletts: KoalaPad und SuperSketch
8411,37,Software-Test,Grafik,Grafik hoch zwei — das Extended Graphic System
8411,38,Software-Test,Tabellenkalkulation,VizaStar — Ein Stern wird geboren
8411,42,Spiele-Test,Abenteuer,Exodus – Ultima III
8411,43,Spiele-Test,Abenteuer,Abenteuer selbst gemacht — Adventure Creator
8411,44,Kurse,Comal,Comal — Eine Einführung (Teil 1)
8411,48,Listings zum Abtippen|Grafik,Turtle-Grafik,Turtle-Grafik — Die schnelle Schildkröte (LdM)
8411,50,Listings zum Abtippen|Anwendung,Schach,Schachmeister (AdM)
8411,60,Listings zum Abtippen|Anwendung,Monitor,Ohne gutes Werkzeug geht es nicht: SMON (Teil 1)
8411,66,Listings zum Abtippen|Grafik,KoalaPad,Get Koala Pic
8411,68,Listings zum Abtippen|Grafik,Trickfilm,Der VC 20 als Laterna Magica
8411,70,Listings zum Abtippen|Grafik,Funktionen,Grafik leicht gemacht
8411,73,Listings zum Abtippen|Grafik,Auflösung,Supergrafik II (VC 20)
8411,74,Listings zum Abtippen|Grafik,Sprites,Sprites ohne Esoterik
8411,76,Listings zum Abtippen|Grafik,Sprites,Pseudo-Sprites auf dem VC 20
8411,80,Listings zum Abtippen|Tips & Tricks,Simons,Befehlserweiterung für Simons Basic
8411,81,Listings zum Abtippen|Tips & Tricks,Hex-Data,Hex-DATA-Automat
8411,82,Listings zum Abtippen|Tips & Tricks,Generator,Dem Springvogel auf die Sprünge geholfen
8411,83,Listings zum Abtippen|Tips & Tricks,Joystick,Joystick-Abfrage in Theorie und Praxis
8411,84,Listings zum Abtippen|Tips & Tricks,Interrupt,Unterbrechen Sie mich bitte!
8411,88,Listings zum Abtippen|Tips & Tricks,Erweiterung,Betriebssystem-Erweiterung für den VC 20
8411,92,Listings zum Abtippen|Tips & Tricks,Absturz,Die Ebenen des Absturzes
8411,117,Kurse,Floppy,In die Geheimnisse der Floppy eingetaucht (Teil 2)
8411,121,Kurse,Assembler,Assembler ist keine Alchimie (Teil 3)
8411,126,Kurse,VC 20,Der gläserne VC 20 (Teil 3)
8411,133,Kurse,Speicher,Memory Map mit Wandervorschlägen (Teil 1)
8411,144,So machen’s andere,Fotografie,Mode-Fotos mit Bits und Bytes
8411,154,Wettbewerbe,Unterprogramm,Exsort — Sortieren mit Komfort
8411,158,Wettbewerbe,Einzeiler,Die Top 10 (Einzeiler)
8412,10,Aktuell,DFÜ,Interessant bis brisant — die elektronischen Briefkästen
8412,20,Hardware-Test,Monitore,"Die Scharfmacher (Cable, Taxan, BMC)"
8412,24,Hardware-Test,Schnittstellen,Print 64 — das universelle Interface (Centronics)
8412,26,Hardware-Test,Floppy,"Floppy mit Nachbrenner (Speeddos, Turboaccess, Computing)"
8412,30,Hardware,EPROM,"Nichts ist ewig (ROM-Change, verbessertes Betriebssytem)"
8412,34,Hardware-Test,Joystick,Joystick-Vielfalt (20 Joysticks im Test)
8412,38,Software-Test,Grafik,Graphics-Basic (HES)
8412,39,Software-Test,Sprachen,Oxford-Pascal für den Commodore
8412,40,Software-Test,Sprachen,Die Turbo-Pascal-Story
8412,42,Software-Test,Lernprogramme,Was bringt die Lern-Software?
8412,43,Software-Test,Lernprogramme,Melodienschreiber und Musik-Synhthesizer
8412,43,Software-Test,Musik,Melodienschreiber und Musik-Synthesizer
8412,44,Software,Grundlagen,So macht man Basic-Programme schneller (Teil 2)
8412,46,Spiele-Test,Sport,Spiel des Jahres: International Soccer
8412,48,Spiele-Test,Action,"QX 9, Catastrophes"
8412,49,Spiele-Test,Action,Wizard
8412,50,Listings zum Abtippen|Anwendung,Mathematik,Mathematical-Basic: Das Super-Basic für den VC 20 (LdM)
8412,51,Listings zum Abtippen|Anwendung,Musik,"Musik, Musik, Musik: Synthesizer (AdM)"
8412,61,Listings zum Abtippen|Anwendung,Monitor,Ohne gutes Werkzeug geht es nicht: SMON (Teil 2)
8412,66,Listings zum Abtippen|Grafik,Grafik,Bewegte Grafik und Text mischen
8412,69,Listings zum Abtippen|Grafik,Axiometrie,Von allen Seiten betrachtet (SB)
8412,76,Listings zum Abtippen|Tips & Tricks,Trace,Trace und Single Step für Maschinenprogramme
8412,80,Listings zum Abtippen|Tips & Tricks,Datasette,Fast Tape — die schnelle Kassette (VC 20)
